Research ID,Batch ID,Medical Marijuana Center,Medical Marijuana Cultivation License,MM Manufacturer's,Manufacturer's License,Retail Marijuana Cultivation License,Retail Store,Retail Products Manufacturing
CO4244612,"GR 9, PO 203, 6-16-14",,,,,403R-00008,,
CO4244612,"GR 9, PO 203, 6-16-14",,,,,403R-00008,,
CO4244612,"GR 8, PO 86, 5-7-14",,,,,403R-00008,,
CO4244612,"GR 8, PO 86, 5-7-14",,,,,403R-00008,,
CO4244612,"GR 8, PO 86, 5-6-14",,,,,403R-00008,,
CO4244612,"GR 8, PO 86, 5-6-14",,,,,403R-00008,,
CO4244612,"GR 8, PO 86, 5-5-14",,,,,403R-00008,,
CO4244612,"GR 8, PO 86, 5-5-14",,,,,403R-00008,,
CO4244612,"GR 8, PO 85, 5-6-14",,,,,403R-00008,,
CO4244612,"GR 7, PO 603, 10-6-14",,,,,403R-00008,,
CO4244612,"GR 7, PO 364, JULY 28TH",,,,,403R-00008,,
CO4244612,"GR 7, PO 364, JULY 28TH",,,,,403R-00008,,
CO4244612,"GR 7, PO 354, 4-16-14",,,,,403R-00008,,
CO4244612,"GR 7, PO 354, 4-16-14",,,,,403R-00008,,
CO4244612,"GR 7, PO 354, 4-15-14",,,,,403R-00008,,
CO4244612,"GR 7, PO 354, 4-15-14",,,,,403R-00008,,
CO4244612,"GR 7, PO 354, 4-14-14",,,,,403R-00008,,
CO4244612,"GR 7, PO 354, 4-14-14",,,,,403R-00008,,
CO4244612,"GR 7, 354, 4-15-14",,,,,403R-00008,,
CO4244612,"GR 6. PO 85, 4-22-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85,4-23-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-23-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-23-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-22-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-22-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-21-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-21-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-21-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-16-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-16-14",,,,,403R-00008,,
CO4244612,"GR 6 , PO 85, 4-21-14",,,,,403R-00008,,
CO4244612,"GR 6 , PO 85, 4-21-14",,,,,403R-00008,,
CO4244612,"GR 5, PO 301, 4-2-14",,,,,403R-00008,,
CO4244612,"GR 5, PO 301, 4-2-14",,,,,403R-00008,,
CO4244612,"GR 5, PO 301, 4-1-14",,,,,403R-00008,,
CO4244612,"GR 5, PO 301, 4-1-14",,,,,403R-00008,,
CO4244612,"GR 5, PO 301, 3-31-14",,,,,403R-00008,,
CO4244612,"GR 5, PO 301, 3-31-14",,,,,403R-00008,,
CO4244612,"GR 4, PO 188, 6-9-14",,,,,403R-00008,,
CO4244612,"GR 4, PO 188, 6-9-14",,,,,403R-00008,,
CO4244612,"GR 4, PO 188, 6-11-14",,,,,403R-00008,,
CO4244612,"GR 4, PO 188, 6-11-14",,,,,403R-00008,,
CO4244612,"GR 4, PO 188, 6-10-14",,,,,403R-00008,,
CO4244612,"GR 4, PO 188, 6-10-14",,,,,403R-00008,,
CO4244612,"GR 3, PO 85, 4-28-14",,,,,403R-00008,,
CO4244612,"GR 3, PO 84, 4-30-14",,,,,403R-00008,,
CO4244612,"GR 3, PO 84, 4-30-14",,,,,403R-00008,,
CO4244612,"GR 3, PO 84, 4-29-14",,,,,403R-00008,,
CO4244612,"GR 3, PO 84, 4-29-14",,,,,403R-00008,,
CO4244612,"GR 3, PO 84, 4-28-14",,,,,403R-00008,,
CO4244612,"GR 3, PO 84, 4-28-14",,,,,403R-00008,,
CO4244612,"GR 3, P0 84, 4-28-14",,,,,403R-00008,,
CO4244612,"GR 2, PO 28, 4-27",,,,,403R-00008,,
CO4244612,"GR 2, PO 143, 5-27-14",,,,,403R-00008,,
CO4244612,"GR 2, PO 143, 5-27-14",,,,,403R-00008,,
CO4244612,"GR 2, PO 143, 5-26-14",,,,,403R-00008,,
CO4244612,"GR 2, PO 143, 5-26-14",,,,,403R-00008,,
CO4244612,"GR 12, PO 275, 3-25-14",,,,,403R-00008,,
CO4244612,"GR 12, PO 275, 3-25-14",,,,,403R-00008,,
CO4244612,"GR 12, PO 275, 3-24-14",,,,,403R-00008,,
CO4244612,"GR 12, PO 275, 3-24-14",,,,,403R-00008,,
CO4244612,"GR 12, PO 275, 3-24-14",,,,,403R-00008,,
CO4244612,"GR 12, PO 275, 3-24-14",,,,,403R-00008,,
CO4244612,"GR 11, PO 93, 5-13-14",,,,,403R-00008,,
CO4244612,"GR 11, PO 93, 5-13-14",,,,,403R-00008,,
CO4244612,"GR 11, PO 93, 5-12-14",,,,,403R-00008,,
CO4244612,"GR 11, PO 93, 5-12-14",,,,,403R-00008,,
CO4244612,"GR 10, PO 261, 6-24-14",,,,,403R-00008,,
CO4244612,"GR 10, PO 261, 6-24-14",,,,,403R-00008,,
CO4244612,"GR 10, PO 261, 6-23-14",,,,,403R-00008,,
CO4244612,"GR 10, PO 261, 6-23-14",,,,,403R-00008,,
CO4244612,"GR 10, PO 251, 3-18-14",,,,,403R-00008,,
CO4244612,"GR 10, PO 251, 3-18-14",,,,,403R-00008,,
CO4244612,"GR 1, PO 109, 5-21-14",,,,,403R-00008,,
CO4244612,"GR 1, PO 109, 5-21-14",,,,,403R-00008,,
CO4244612,"GR 1, PO 109, 5-20-14",,,,,403R-00008,,
CO4244612,"GR 1, PO 109, 5-20-14",,,,,403R-00008,,
CO4244612,"GR 1, PO 109, 5-19-14",,,,,403R-00008,,
CO4244612,"GR 1, PO 109, 5-19-14",,,,,403R-00008,,
CO4244612,"GR 1, PO 109, 5-19-14",,,,,403R-00008,,
CO4244612,"GR 1, PO 109, 5-19-14",,,,,403R-00008,,
CO4244612,"GR 6, PO 85, 4-21-14",,,,,403R-00008,,
CO4244612,Gobi GR 9,,,,,403R-00008,,
CO4244612,Gobi GR 8,,,,,403R-00008,,
CO4244612,Gobi GR 7,,,,,403R-00008,,
CO4244612,Gobi GR 6,,,,,403R-00008,,
CO4244612,Gobi GR 5,,,,,403R-00008,,
CO4244612,Gobi GR 3,,,,,403R-00008,,
CO4244612,Gobi GR 12,,,,,403R-00008,,
CO4244612,Gobi GR 11,,,,,403R-00008,,
CO4244612,Gobi GR 10,,,,,403R-00008,,
CO4244612,Gobi GR 1,,,,,403R-00008,,
CO4244612,"7-1-14, GR 12, PO 280",,,,,403R-00008,,
CO4244612,"7.1.14. GR 12, PO 280",,,,,403R-00008,,
CO4244612,"7.1.14. GR 12, PO 280",,,,,403R-00008,,
CO4244612,"7.1.14, GR 12, PO280",,,,,403R-00008,,
CO4244612,"7.1.14, GR 12, PO280",,,,,403R-00008,,
CO4244612,"7.1.14, GR 12, PO 280",,,,,403R-00008,,
CO4244612,"7.1.14, GR 12, PO 280",,,,,403R-00008,,
CO4244612,"7.1.14, GR 12, PO 180",,,,,403R-00008,,
CO4244612,"6-30-14, GR 12, PO 280",,,,,403R-00008,,
CO4244612,"6-30-14, GR 12, PO 280",,,,,403R-00008,,
CO4244612,"6-30-14, GR 12 PO 280",,,,,403R-00008,,
CO4244612,"6-30-14 GR 12, PO 280",,,,,403R-00008,,
CO4244612,"6-15-15, PO 78, GR 12",,,,,403R-00008,,
CO4244612,"6/15/15, PO 78, GR 12",,,,,403R-00008,,
CO4244612,2015-11-02-WSV CO-H,,,,,403R-00008,,
CO4244612,2015-09-21-WSV CO-H,,,,,403R-00008,,
CO4244612,2015-08-05-WSV CO-H,,,,,403R-00008,,
CO4244612,2014-12-18-WSV CO-H,,,,,403R-00008,,
CO4244612,"12-8, PO 744, GR 10",,,,,403R-00008,,
CO4244612,11-16.po 812.gr3,,,,,403R-00008,,
CO4244612,"11-16,po 812,gr3",,,,,403R-00008,,
CO4244612,"11-16,po 812, gr3",,,,,403R-00008,,
CO4244612,"11-16, PO 812, GR 3",,,,,403R-00008,,
CO4244612,"11-10, PO 756, GR 6",,,,,403R-00008,,
CO4244612,"PO 94, GR 16, 7-6-15",,,,,403R-00009,,
CO4244612,"PO 931, 1/15/15, GR 15",,,,,403R-00009,,
CO4244612,"PO 93, GR15, 6-22-15",,,,,403R-00009,,
CO4244612,"PO 93, GR 15, 6-22-15",,,,,403R-00009,,
CO4244612,"PO 93, GE 15, 6-22-15",,,,,403R-00009,,
CO4244612,"PO 872, GR 15, 10-27-14",,,,,403R-00009,,
CO4244612,"PO 777, GR 16, 10-28-14",,,,,403R-00009,,
CO4244612,PO 6-2-14,,,,,403R-00009,,
CO4244612,"PO 586, GR 16, 10-1-14",,,,,403R-00009,,
CO4244612,"PO 531, GR 16, 7-21-14",,,,,403R-00009,,
CO4244612,"PO 530. GR 15, 7-21-14",,,,,403R-00009,,
CO4244612,"PO 530, GR 15, 7-21-14",,,,,403R-00009,,
CO4244612,"PO 38, 3-17-15, GR16",,,,,403R-00009,,
CO4244612,"PO 37, 3-16-15, GR15",,,,,403R-00009,,
CO4244612,"PO 37, 3-16-15, GR15",,,,,403R-00009,,
CO4244612,"PO 37, 3-16-15, GR 15",,,,,403R-00009,,
CO4244612,po 344 6-4-14,,,,,403R-00009,,
CO4244612,po 344 6-4-14,,,,,403R-00009,,
CO4244612,PO 344 6-3-14,,,,,403R-00009,,
CO4244612,PO 344 6-3-14,,,,,403R-00009,,
CO4244612,PO 344 6-3-14,,,,,403R-00009,,
CO4244612,PO 344 6-2-14,,,,,403R-00009,,
CO4244612,"PO 340, 6-2-14",,,,,403R-00009,,
CO4244612,po 340 6-4-14,,,,,403R-00009,,
CO4244612,PO 340 6-2-14,,,,,403R-00009,,
CO4244612,PO 340 6-2-14,,,,,403R-00009,,
CO4244612,PO 340,,,,,403R-00009,,
CO4244612,"PO 262, GR 16, 1-11-16",,,,,403R-00009,,
CO4244612,"PO 262, GR 16, 1-11-16",,,,,403R-00009,,
CO4244612,"PO 261, GR 15, 1-11-16",,,,,403R-00009,,
CO4244612,"PO 215, GR 15, 11-16-15",,,,,403R-00009,,
CO4244612,"PO 214, GR 16, 11-17-15",,,,,403R-00009,,
CO4244612,"PO 163, GR 16, 8-31",,,,,403R-00009,,
CO4244612,"PO 163, GR 16, 8-1",,,,,403R-00009,,
CO4244612,"PO 162, GR 15, 9-14-15",,,,,403R-00009,,
CO4244612,"PO 94, GR 16, 7-6-15",,,,,403R-00009,,
CO4244612,GROOM PO 158 4-8-14,,,,,403R-00009,,
CO4244612,GROOM PO 158 4-18-14,,,,,403R-00009,,
CO4244612,"Groom 16, PO 344, 4-24-14",,,,,403R-00009,,
CO4244612,"GR. 16, PO 344, 4-24-14",,,,,403R-00009,,
CO4244612,"GR 16, PO 344, 4-24-14",,,,,403R-00009,,
CO4244612,"GR 16, PO 128, 4-9-14",,,,,403R-00009,,
CO4244612,"GR 16, PO 128, 4-9-14",,,,,403R-00009,,
CO4244612,"GR 16, PO 128, 4-9-14",,,,,403R-00009,,
CO4244612,"GR 16, PO 128, 4-8-14",,,,,403R-00009,,
CO4244612,"GR 16, PO 128, 4-8-14",,,,,403R-00009,,
CO4244612,"GR 16, PO 128, 4-8-14",,,,,403R-00009,,
CO4244612,"GR 15, PO 142, 4-8-14",,,,,403R-00009,,
CO4244612,"GR 15, PO 142, 4-8-14",,,,,403R-00009,,
CO4244612,"GR 15, PO 142, 4-8-14",,,,,403R-00009,,
CO4244612,"GR 15, PO 142, 4-7-14",,,,,403R-00009,,
CO4244612,"GR 15, PO 142, 4-7-14",,,,,403R-00009,,
CO4244612,"GR 15, PO 142, 4-7-14",,,,,403R-00009,,
CO4245013,2B-20 Berry Garcia,402-00113 ,403-00160,,,,,
CO4245013,2B-20 Blueberry Diesel,402-00113 ,403-00160,,,,,
CO4245013,2B-20 Chem Giesel,402-00113 ,403-00160,,,,,
CO4245013,2B-20 Cherry Stomper,402-00113 ,403-00160,,,,,
CO4245013,2B-20 Chocolate Mint OG,402-00113 ,403-00160,,,,,
CO4245013,2B-20 Critical Mass,402-00113 ,403-00160,,,,,
CO4245013,2B-20 Honey Banana,402-00113 ,403-00160,,,,,
CO4245013,12-21 Blue Steele,,,,,403R-00248 ,,
CO4245013,12-21 Lemon Skunk,,,,,403R-00248 ,,
CO4245013,2B-20 707 Truthband,,,,,403R-00248 ,,
CO4245013,2B-20 Blue Donkey Dick,,,,,403R-00248 ,,
CO4245013,2B-20 Blue God,,,,,403R-00248 ,,
CO4245013,2B-20 Blue Steele,,,,,403R-00248 ,,
CO4245013,2B-20 Blueberry,,,,,403R-00248 ,,
CO4245013,2B-20 Blueberry Diesel,,,,,403R-00248 ,,
CO4245013,2B-20 Chem Grape,,,,,403R-00248 ,,
CO4245013,2B-20 Cherry Stomper,,,,,403R-00248 ,,
CO4245013,2B-20 Chocolate Mint OG,,,,,403R-00248 ,,
CO4245013,2B-20 Critical Mass,,,,,403R-00248 ,,
CO4245013,2B-20 Ghost Train Haze,,,,,403R-00248 ,,
CO4245013,2B-20 Mango Tango,,,,,403R-00248 ,,
CO4245013,2B-20 Mango X Choco,,,,,403R-00248 ,,
CO4245013,2B-20 Skywalker,,,,,403R-00248 ,,
CO4245214,1-OAK-32-303,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-AH,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-BDC,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-BRAIN,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-BW,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-CG,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-FC,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-FP,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-GG,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-GSC,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-HBK,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-SC,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-SIN,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-SUENO,402-00656,403-00492,,,,,
CO4245214,1-OAK-32-UKLA,402-00656,403-00492,,,,,
CO4245214,2-OAK-29-BDC,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-303,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-AH,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-BDC,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-BK,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-BRAIN,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-BW,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-CD,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-EWOK,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-FOG,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-FP,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-GHOST,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-LG13,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-OGB,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-STARD,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-TANG,402-00656,403-00492,,,,,
CO4245214,2-OAK-31-UKLA,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-303,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-AH,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-BDC,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-BW,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-FC,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-GG,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-GS,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-HBK,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-LG,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-OGB,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-SC,402-00656,403-00492,,,,,
CO4245214,2-OAK-39-TANG,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-BK,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-BRAIN,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-CG,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-CP,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-FOG,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-GS,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-HBK,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-SIN,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-STARD,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-SUENO,402-00656,403-00492,,,,,
CO4245214,3-OAK-30-SW,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-303,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-AH,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-BDC,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-BW,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-CG,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-CGRAPE,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-FB,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-FC,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-FOG,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-GG,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-GHOST,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-GS,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-HBK,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-SC,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-SIN,402-00656,403-00492,,,,,
CO4245214,3-OAK-38-UKLA,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-BDC,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-BK,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-BW,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-CG,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-CP,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-FB,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-GG,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-GS,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-GSC,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-HBK,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-OGSIN,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-SC,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-SUENO,402-00656,403-00492,,,,,
CO4245214,4-OAK-29-SW,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-303,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-BC,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-BW,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-CD,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-EWOK,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-GHOST,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-LG,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-SC,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-STARD,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-TANG,402-00656,403-00492,,,,,
CO4245214,4-OAK-37-UKLA,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-BC,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-BK,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-BW,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-CG,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-GDP,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-GS,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-HBK,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-STAR,402-00656,403-00492,,,,,
CO4245214,5-OAK-36-UKLA,402-00656,403-00492,,,,,
CO4245214,6-OAK-35-303,402-00656,403-00492,,,,,
CO4245214,6-OAK-35-BW,402-00656,403-00492,,,,,
CO4245214,6-OAK-35-FB,402-00656,403-00492,,,,,
CO4245214,6-OAK-35-GS,402-00656,403-00492,,,,,
CO4245214,6-OAK-35-HBK,402-00656,403-00492,,,,,
CO4245214,6-OAK-35-SC,402-00656,403-00492,,,,,
CO4245214,6-OAK-35-UKLA,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-AH,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-BDC,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-BRAIN,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-BW,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-GG,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-GS,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-SC,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-SUENO,402-00656,403-00492,,,,,
CO4245214,7-OAK-34-SW,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-AH,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-BDC,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-BRAIN,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-BW,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-CG,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-FC,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-FP,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-GDP,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-GS,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-GSC,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-HBK,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-SC,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-SIN,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-SUENO,402-00656,403-00492,,,,,
CO4245214,8-OAK-33-UKLA,402-00656,403-00492,,,,,
CO4246115,BK_217RM3,402-00775,403-01180,,,,,
CO4246115,BK32RM1,402-00775,403-01180,,,,,
CO4246115,CC32RM1,402-00775,403-01180,,,,,
CO4246115,CNC_218RM3,402-00775,403-01180,,,,,
CO4246115,CW_217RM3,402-00775,403-01180,,,,,
CO4246115,DP_217RM3,402-00775,403-01180,,,,,
CO4246115,DS34RM1,402-00775,403-01180,,,,,
CO4246115,DSTARSAMPLERM2,402-00775,403-01180,,,,,
CO4246115,FC_218RM3,402-00775,403-01180,,,,,
CO4246115,FC32RM1,402-00775,403-01180,,,,,
CO4246115,FLO_215RM3,402-00775,403-01180,,,,,
CO4246115,FLO34RM1,402-00775,403-01180,,,,,
CO4246115,FLOSAMPLERM1,402-00775,403-01180,,,,,
CO4246115,FO229RM1,402-00775,403-01180,,,,,
CO4246115,GG32RM1,402-00775,403-01180,,,,,
CO4246115,GOG_218RM3,402-00775,403-01180,,,,,
CO4246115,GOL_219RM3,402-00775,403-01180,,,,,
CO4246115,GOLSAMPLERM1,402-00775,403-01180,,,,,
CO4246115,HS_215RM3,402-00775,403-01180,,,,,
CO4246115,KL_217RM3,402-00775,403-01180,,,,,
CO4246115,KLK35RM1,402-00775,403-01180,,,,,
CO4246115,MB35RM1,402-00775,403-01180,,,,,
CO4246115,SD229RM1,402-00775,403-01180,,,,,
CO4246115,SJ_217RM3,402-00775,403-01180,,,,,
CO4246115,STAR35RM1,402-00775,403-01180,,,,,
CO4246115,TROPIC31RM1,402-00775,403-01180,,,,,
CO4246115,TT32RM1,402-00775,403-01180,,,,,
CO4246115,CK33RM1,402-00048,403-00063,,,,,
CO4246115,CW_216RM3,402-00048,403-00063,,,,,
CO4246115,DSRM2,402-00048,403-00063,,,,,
CO4246115,DSSAMPLERM2,402-00048,403-00063,,,,,
CO4246115,FLOSAMPLE,402-00048,403-00063,,,,,
CO4246115,FO229RM1,402-00048,403-00063,,,,,
CO4246115,GG33RM1,402-00048,403-00063,,,,,
CO4246115,GOL35RM1,402-00048,403-00063,,,,,
CO4246115,GOLR_216RM3,402-00048,403-00063,,,,,
CO4246115,GSC34RM1,402-00048,403-00063,,,,,
CO4246115,KLKSAMPLE,402-00048,403-00063,,,,,
CO4246115,MB34RM1,402-00048,403-00063,,,,,
CO4246115,MBSAMPLERM2,402-00048,403-00063,,,,,
CO4246115,ODSAMPLE,402-00048,403-00063,,,,,
CO4246115,SD229RM1,402-00048,403-00063,,,,,
CO4246115,SFVTK34RM1,402-00048,403-00063,,,,,
CO4246115,SJ_217RM3,402-00048,403-00063,,,,,
CO4246115,STAR35RM1,402-00048,403-00063,,,,,
CO4246115,TROPIC31RM1,402-00048,403-00063,,,,,
CO4246115,TROPICSAMPLE,402-00048,403-00063,,,,,
CO4246115,TT31RM1,402-00048,403-00063,,,,,
CO4246115,TTSAMPLE,402-00048,403-00063,,,,,
CO4246115,WN_216RM3,402-00048,403-00063,,,,,
CO4246115,WNSAMPLERM3,402-00048,403-00063,,,,,
CO4246115,BB_219RM3,,,,,403R-00132,,
CO4246115,BK_219RM3,,,,,403R-00132,,
CO4246115,GOG_219RM3,,,,,403R-00132,,
CO4246115,GOL_219RM3,,,,,403R-00132,,
CO4246115,SJ_219RM3,,,,,403R-00132,,
CO4246115,WN_220RM3,,,,,403R-00132,,
CO4246116,1172016,402-00035,403-00047,,,,,
CO4246116,12152015,402-00035,403-00047,,,,,
CO4246116,12292015,402-00035,403-00047,,,,,
CO4246116,flower test sample1 gobi,402-00035,403-00047,,,,,
CO4246116,1172016,,,,,403R-00131,,
CO4246116,12152015,,,,,403R-00131,,
CO4246116,12292015,,,,,403R-00131,,
CO4246116,flower leaf test gobi,,,,,403R-00131,,
CO4246517,Cognac Kush,,,,,403R-00204 ,,
CO4246517,Cookie Monster 2/15/16,,,,,403R-00204 ,,
CO4246517,Grape Stomper,,,,,403R-00204 ,,
CO4246517,Killawatt,,,,,403R-00204 ,,
CO4246517,Papaya 2/15/16,,,,,403R-00204 ,,
CO4246517,Pineapple Express 2/15/16,,,,,403R-00204 ,,
CO4246517,Snowcap 2/15/16,,,,,403R-00204 ,,
CO4246517,Southern Charm 2/15/16,,,,,403R-00204 ,,
CO4246517,Strawberry Cough 2/15/16,,,,,403R-00204 ,,
CO4246517,Triangle Kush,,,,,403R-00204 ,,
CO4246517,Trinity 2/15/16,,,,,403R-00204 ,,
CO4246718,108 021216 76,402-00556,403-00825,,,,,
CO4246718,108 021216 AK,402-00556,403-00825,,,,,
CO4246718,108 021316 BU,402-00556,403-00825,,,,,
CO4246718,108 021316 LS,402-00556,403-00825,,,,,
CO4246718,108 021416 BK,402-00556,403-00825,,,,,
CO4246718,108 021516 18,402-00556,403-00825,,,,,
CO4246718,108 021516 CA DIRT,402-00556,403-00825,,,,,
CO4246718,108 021516 CG DIRT,402-00556,403-00825,,,,,
CO4246718,108 021516 CP DIRT,402-00556,403-00825,,,,,
CO4246718,108 021516 CW DIRT,402-00556,403-00825,,,,,
CO4246718,108 021516 GW DIRT,402-00556,403-00825,,,,,
CO4246718,108 101215 ST,402-00556,403-00825,,,,,
CO4246718,108 121115 AC,402-00556,403-00825,,,,,
CO4246718,108 121115 R1,402-00556,403-00825,,,,,
CO4246718,108 121115 RS,402-00556,403-00825,,,,,
CO4246718,108 121215 SQ,402-00556,403-00825,,,,,
CO4246718,108 121315 HK,402-00556,403-00825,,,,,
CO4246718,108 121315 LR2,402-00556,403-00825,,,,,
CO4246718,108 121415 AC dirt,402-00556,403-00825,,,,,
CO4246718,108 121415 LR1 dirt,402-00556,403-00825,,,,,
CO4246718,108 121415 MD dirt,402-00556,403-00825,,,,,
